id,title,authors,journal,year,doi,pmid,abstract,source,study_type,antibiotic_focus,microbiome_method,country,sample_size,duration_weeks
pmid_39056789,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., V, S.",Gut Microbes,2015,10.1080/19490976.2015.1009,39056789,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",pubmed,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056780,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., M, S.",Gut Microbes,2024,10.1080/19490976.2024.1000,39056780,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",europepmc,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056781,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., N, S.",Gut Microbes,2023,10.1080/19490976.2023.1001,39056781,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",europepmc,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056782,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., O, S.",Gut Microbes,2022,10.1080/19490976.2022.1002,39056782,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",europepmc,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056783,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., P, S.",Gut Microbes,2021,10.1080/19490976.2021.1003,39056783,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",europepmc,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056784,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., Q, S.",Gut Microbes,2020,10.1080/19490976.2020.1004,39056784,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",europepmc,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056785,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., R, S.",Gut Microbes,2019,10.1080/19490976.2019.1005,39056785,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",europepmc,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056786,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., S, S.",Gut Microbes,2018,10.1080/19490976.2018.1006,39056786,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",europepmc,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056787,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., T, S.",Gut Microbes,2017,10.1080/19490976.2017.1007,39056787,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",europepmc,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056788,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., U, S.",Gut Microbes,2016,10.1080/19490976.2016.1008,39056788,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",europepmc,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056789,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., V, S.",Gut Microbes,2015,10.1080/19490976.2015.1009,39056789,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",europepmc,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056780,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., M, S.",Gut Microbes,2024,10.1080/19490976.2024.1000,39056780,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",crossref,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
pmid_39056781,Gut dysbiosis patterns in tuberculosis chemotherapy: From rifampicin to microbiome restoration,"Patel, D., N, S.",Gut Microbes,2023,10.1080/19490976.2023.1001,39056781,"Longitudinal analysis revealed four distinct dysbiosis patterns during anti-TB chemotherapy: Alpha-diversity reduction (28%, p<0.001), Firmicutes:Bacteroidetes ratio inversion (3.2:1 to 1:2.5), short-chain fatty acid reduction (-45%, p=0.003), and microbiome recovery trajectory varying by regimen duration.",crossref,longitudinal_cohort,multiple regimens,shotgun_metagenomics,United Kingdom,67,26
