pmid,title,abstract,journal,year,authors,mesh_terms,keywords,relevance_score
36921718,Impact of selective reporting of antibiotic susceptibility testing results for urinary tract infections in the outpatient setting: a prospective controlled before-after intervention study.,"The use of selective reporting of antibiotic susceptibility testing (AST) results is a recommended antimicrobial stewardship strategy to improve the appropriateness of antibiotic prescriptions. We conducted a large, pragmatic, prospective, multicentre, controlled (selective reporting versus complete reporting) before-after intervention study to assess the impact of selective reporting of AST results for Escherichia coli-positive urine cultures on the prescription of broad-spectrum antibiotics carrying a higher risk of selection of resistance (i.e. amoxicillin-clavulanate, third-generation cephalosporins, and quinolones) in the outpatient setting. We also looked for possible unintended clinical consequences of the intervention leading to consultations and/or hospitalizations.",Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,2023,Maïa Simon; Sébastien Fougnot; Patrice De Monchy; Alain Duda; Nathalie Thilly; Céline Pulcini,"['Humans', 'Female', 'Anti-Bacterial Agents', 'Prospective Studies', 'Outpatients', 'Urinary Tract Infections', 'Escherichia coli', 'Drug Prescriptions', 'Cephalosporins']","['Antibiotic prescriptions', 'Antimicrobial stewardship', 'Microbiology', 'Outpatient setting', 'Urinary tract infections']",4
36484553,Examining the clinical impact of rapid multiplex polymerase chain reaction-based diagnostic testing for bloodstream infections in a national cohort of the Veterans Health Administration.,"Bloodstream infections (BSIs) are a significant cause of mortality. Use of a rapid multiplex polymerase chain reaction-based blood culture identification panel (BCID) may improve antimicrobial utilization and clinical outcomes by shortening the time to appropriate therapy and de-escalating antibiotics among patients on overly broad-spectrum empiric therapy. The effect of BCID on clinical outcomes across varying institutional antimicrobial stewardship program (ASP) practices is unclear. This study evaluated clinical outcomes associated with the ""real-world"" implementation of BCID in a national health system with varying ASP practices.",Pharmacotherapy,2023,Nicholas S Britt; Karim Khader; Tao He; Tina M Willson; Atim Effiong; Tristan T Timbrook; Emily M Potter; Thomas P Lodise,"['Humans', 'Multiplex Polymerase Chain Reaction', 'Bacteremia', 'Retrospective Studies', 'Veterans Health', 'Sepsis', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Blood Culture']","['BioFire', 'antimicrobial stewardship', 'antimicrobial stewardship program', 'blood culture identification', 'bloodstream infection', 'multiplex PCR', 'rapid molecular diagnostic testing']",4
36556490,Resistance to Some New Drugs and Prevalence of ESBL- and MBL-Producing Enterobacteriaceae Uropathogens Isolated from Diabetic Patients.,"Diabetes is a leading non-communicable disease and a risk factor for relapsing infections. The current study was aimed at investigating the prevalence and antibiotic susceptibility of carbapenem-resistant (CR) uropathogens of the family Enterobacteriaceae in diabetic patients. The data of 910 bacterial isolates was collected from diagnostic laboratories during January 2018 to December 2018. The bacterial isolates were identified using traditional methods including colonial characteristics, biochemical tests, and API (20E). Antimicrobial susceptibility and phenotypic characterization of ESBL, MBLs, and KPC was determined by utilizing CLSI recommended methods. The phenotypically positive isolates were further analyzed for resistance-encoding genes by manual PCR and Check-MDR CT103XL microarray. Susceptibility to colistin and cefiderocol was tested in accordance with CLSI guidelines. The data revealed that most of the patients were suffering from type 2 diabetes for a duration of more than a year and with uncontrolled blood sugar levels. Escherichia coli and Klebsiella pneumoniae were the most frequently encountered pathogens, followed by Enterobacter cloacae and Proteus mirabilis. More than 50% of the isolates showed resistance to 22 antibiotics, with the highest resistance (>80%) against tetracycline, ampicillin, and cefazolin. The uropathogens showed less resistance to non-β-lactam antibiotics, including amikacin, fosfomycin, and nitrofurantoin. In the phenotypic assays, 495 (54.3%) isolates were found to be ESBL producers, while ESBL-TEM and -PER were the most prevalent ESBL types. The resistance to carbapenems was slightly less (250; 27.5%) than ESBL producers, yet more common amongst E. coli isolates. MBL production was a common feature in carbapenem-resistant isolates (71.2%); genotypic characterization also validated this trend. The isolates were found to be sensitive against the new drugs, cefiderocol and eravacycline. with 7−28% resistance, except for P. mirabilis which had 100% resistance against eravacycline. This study concludes that a few types of ESBL and carbapenemases are common in the uropathogens isolated from the diabetic patients, and antibiotic stewardship programs need to be revisited, particularly to cure UTIs in diabetic patients.","Life (Basel, Switzerland)",2022,Othman M Alzahrani; Fakhur Uddin; Samy F Mahmoud; Amal S Alswat; Muhammad Sohail; Mona Youssef,[],"['E. coli', 'K. pneumoniae', 'antimicrobial resistance', 'type 2 diabetes', 'β-lactamase']",4
27999034,Sustained impact of a computer-assisted antimicrobial stewardship intervention on antimicrobial use and length of stay.,": Prospective audit and feedback interventions are the core components of an antimicrobial stewardship programme. Herein, we describe the sustained impact of an antimicrobial stewardship programme, based on a novel clinical decision-support system (Antimicrobial Prescription Surveillance System; APSS), on antimicrobial use and costs, hospital length of stay (LOS) in days and the proportion of inappropriate antimicrobial prescriptions.",The Journal of antimicrobial chemotherapy,2017,Vincent Nault; Jacques Pepin; Mathieu Beaudoin; Julie Perron; Jean-Marie Moutquin; Louis Valiquette,"['Adult', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Cohort Studies', 'Decision Support Systems, Clinical', 'Female', 'Humans', 'Inappropriate Prescribing', 'Interrupted Time Series Analysis', 'Length of Stay', 'Male', 'Pharmacists', ""Practice Patterns, Physicians'"", 'Prospective Studies', 'Retrospective Studies']",[],4
28571589,Computer-Assisted Antimicrobial Recommendations for Optimal Therapy: Analysis of Prescribing Errors in an Antimicrobial Stewardship Trial.,"Clinician education and prospective audit and feedback interventions, deployed separately and concurrently, did not reduce antimicrobial use errors or rates compared to a control group of general medicine inpatients at our public hospital. Additional research is needed to define the optimal scope and intensity of hospital antimicrobial stewardship interventions. Infect Control Hosp Epidemiol 2017;38:857-859.",Infection control and hospital epidemiology,2017,David N Schwartz; Kevin W McConeghy; Rosie D Lyles; Ulysses Wu; Robert C Glowacki; Gail S Itokazu; Piotr Kieszkowski; Yingxu Xiang; Bala Hota; Robert A Weinstein,"['Adult', 'Aged', 'Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Decision Making, Computer-Assisted', 'Feedback', 'Female', 'Humans', 'Inappropriate Prescribing', 'Internal Medicine', 'Male', 'Medical Audit', 'Medical Staff, Hospital', 'Middle Aged', 'Practice Guidelines as Topic']",[],4
35583190,Importance of antimicrobial stewardship in solid organ transplant recipients: An ESCMID perspective.,"In the last decades, solid organ transplantation (SOT) has emerged as an important method in the management of chronic kidney, liver, heart, and lung failure. Antimicrobial use has led to a significant reduction of morbidity and mortality due to infectious complications among patients with SOT; however, it can lead to adverse events and drive the development of antimicrobial resistance; thus, antimicrobial stewardship is of extreme importance. Even though there are ongoing efforts of transplant societies to implement principles of antimicrobial stewardship in everyday practice in SOT, there is still a lack of guidelines in this patient population.",Transplant infectious disease : an official journal of the Transplantation Society,2022,Petros Ioannou; Stamatis Karakonstantis; Jeroen Schouten; Tomislav Kostyanev; Esmita Charani; Vera Vlahovic-Palcevski; Diamantis P Kofteridis,"['Anti-Bacterial Agents', 'Anti-Infective Agents', 'Antimicrobial Stewardship', 'Humans', 'Organ Transplantation', 'Transplant Recipients']","['antibiotics', 'antimicrobial resistance', 'antimicrobial stewardship', 'transplantation']",4
40161380,Rapid diagnostics to enhance therapy selection for the treatment of bacterial infections.,Rapid diagnostic tests (RDTs) may reduce morbidity and mortality related to bacterial infections by reducing time to identification of pathogens and antibiotic resistance mechanisms. There has been a significant increase in the breadth and depth of available technology utilized by RDTs.,Current pharmacology reports,2023,HaYoung Ryu; Ahmed Abdul Azim; Pinki J Bhatt; Priyanka Uprety; Sana Mohayya; Deepali Dixit; Thomas J Kirn; Navaneeth Narayanan,[],"['antimicrobial stewardship', 'bacterial infections', 'clinical microbiology', 'rapid diagnostics']",4
28947463,Maltese Antibiotic Stewardship Programme in the Community (MASPIC): protocol of a prospective quasiexperimental social marketing intervention.,"Antibiotic misuse is a key driver of antibiotic resistance. In 2015/2016, Maltese respondents reported the highest proportions of antibiotic consumption in Europe. Since antibiotics are prescription-only medicines in Malta, research on effective strategies targeting general practitioners' (GPs) knowledge and behaviour is needed. Multifaceted behaviour change (BC) interventions are likely to be effective. Social marketing (SM) can provide the tools to promote sustained BC; however, its utilisation in Europe is limited. This paper aims to describe the design and methods of a multifaceted SM intervention aimed at changing Maltese GPs' antibiotic prescribing behaviour for patients with acute respiratory tract infections (aRTIs).",BMJ open,2017,Erika A Saliba-Gustafsson; Michael A Borg; Senia Rosales-Klintz; Anna Nyberg; Cecilia StålsbyLundborg,"['Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Attitude of Health Personnel', 'General Practice', 'Health Knowledge, Attitudes, Practice', 'Humans', 'Malta', 'Non-Randomized Controlled Trials as Topic', ""Practice Patterns, Physicians'"", 'Program Development', 'Respiratory Tract Infections', 'Social Marketing', 'Surveys and Questionnaires']","['clinical Audit', 'public Health', 'qualitative Research']",4
38092304,Enforcing surveillance of antimicrobial resistance and antibiotic use to drive stewardship: experience in a paediatric setting.,"Antibiotic stewardship (AS) interventions in paediatrics are still not standardized regarding methodology, metrics, and outcomes. We report the results of an AS intervention in the paediatric area based on education and guideline provision via an electronic App.",The Journal of hospital infection,2024,A Zaffagnini; E Rigotti; F Opri; R Opri; G Simiele; M Tebon; M Sibani; G Piacentini; E Tacconelli; E Carrara,"['Humans', 'Child', 'Anti-Bacterial Agents', 'Cross-Sectional Studies', 'Length of Stay', 'Drug Resistance, Bacterial', 'Anti-Infective Agents', 'Intensive Care Units, Pediatric']","['Antibiotic stewardship', 'Antimicrobial resistance', 'Implementation', 'Paediatric infectious diseases', 'Surveillance']",4
38141837,The changes of different restriction level adjustments on antibiotic use in China.,"This quasi-experimental study aimed to investigate the changes in antibiotic use tailored by adjusting provincial antibiotic restriction lists in China using interrupted time-series analysis from 2013 to 2019. Antibiotic use was assessed as defined daily dose (DDD) per 1000 patients per day. Trends and level changes were analysed with segmented regression. The study identified 19 antibiotic formulations in four provinces with adjusted restriction levels (intervention group) and 110 formulations in the rest provinces without adjustments (comparison group). Antibiotics restriction level changed between two categories: (1) between 'highly-restricted' and 'restricted' and (2) between 'restricted' and 'non-restricted'. Analysis revealed distinct trend changes for antibiotics moving between 'highly-restricted' and 'restricted' (β = 0.0211, P = 0.003) and 'restricted' to 'highly-restricted' (β = -0.0039, P = 0.128) compared to the comparison group. After a 2-y adjustment period, when moving from 'restricted' to 'highly-restricted', absolute antibiotic utilisation significantly decreased (P < 0.001), with a relative decrease of 100.8% (P < 0.001) compared to the comparison group. Besides, individual antibiotics with higher consumption displayed greater responsiveness to adjustment. These findings underscore the changes in restriction level adjustments on antibiotics, highlighting antibiotic restriction list policies as crucial tools for antimicrobial stewardship.",International journal of antimicrobial agents,2024,Kexin Du; Haishaerjiang Wushouer; Tao Huang; Yue Zhou; Lin Hu; Yaoyao Yang; Yanping Deng; Bo Zheng; Xiaodong Guan; Luwen Shi,"['Humans', 'Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'China', 'Interrupted Time Series Analysis']","['Antibiotic clinical use', 'Antibiotic restriction lists', 'Antimicrobial stewardship', 'China', 'Interrupted time-series analysis']",4
38411087,Evaluation of an automated feedback intervention to improve antibiotic prescribing among primary care physicians (OPEN Stewardship): a multinational controlled interrupted time-series study.,"Tools to advance antimicrobial stewardship in the primary health care setting, where most antimicrobials are prescribed, are urgently needed. The aim of this study was to evaluate OPEN Stewarship (Online Platform for Expanding aNtibiotic Stewardship), an automated feedback intervention, among a cohort of primary care physicians. We performed a controlled, interrupted time-series study of 32 intervention and 725 control participants, consisting of primary care physicians from Ontario, Canada and Southern Israel, from October 2020 to December 2021. Intervention participants received three personalized feedback reports targeting several aspects of antibiotic prescribing. Study outcomes (overall prescribing rate, prescribing rate for viral respiratory conditions, prescribing rate for acute sinusitis, and mean duration of therapy) were evaluated using multilevel regression models. We observed a decrease in the mean duration of antibiotic therapy (IRR = 0.94; 95% CI: 0.90, 0.99) in intervention participants during the intervention period. We did not observe a significant decline in overall antibiotic prescribing (OR = 1.01; 95% CI: 0.94, 1.07), prescribing for viral respiratory conditions (OR = 0.87; 95% CI: 0.73, 1.03), or prescribing for acute sinusitis (OR = 0.85; 95% CI: 0.67, 1.07). In this antimicrobial stewardship intervention among primary care physicians, we observed shorter durations of therapy per antibiotic prescription during the intervention period. The COVID-19 pandemic may have hampered recruitment; a dramatic reduction in antibiotic prescribing rates in the months before our intervention may have made physicians less amenable to further reductions in prescribing, limiting the generalizability of the estimates obtained.IMPORTANCEAntibiotic overprescribing contributes to antibiotic resistance, a major threat to our ability to treat infections. We developed the OPEN Stewardship (Online Platform for Expanding aNtibiotic Stewardship) platform to provide automated feedback on antibiotic prescribing in primary care, where most antibiotics for human use are prescribed but where the resources to improve antibiotic prescribing are limited. We evaluated the platform among a cohort of primary care physicians from Ontario, Canada and Southern Israel from October 2020 to December 2021. The results showed that physicians who received personalized feedback reports prescribed shorter courses of antibiotics compared to controls, although they did not write fewer antibiotic prescriptions. While the COVID-19 pandemic presented logistical and analytical challenges, our study suggests that our intervention meaningfully improved an important aspect of antibiotic prescribing. The OPEN Stewardship platform stands as an automated, scalable intervention for improving antibiotic prescribing in primary care, where needs are diverse and technical capacity is limited.",Microbiology spectrum,2024,Jean-Paul R Soucy; Marcelo Low; Kamal R Acharya; Moriah Ellen; Anette Hulth; Sonja Löfmark; Gary E Garber; William Watson; Jacob Moran-Gilad; Nadav Davidovitch; Tamar Amar; Janine McCready; Matthew Orava; John S Brownstein; Kevin A Brown; David N Fisman; Derek R MacFadden,"['Humans', 'Anti-Bacterial Agents', 'Feedback', 'Physicians, Primary Care', 'Pandemics', ""Practice Patterns, Physicians'"", 'Primary Health Care', 'Virus Diseases', 'COVID-19', 'Sinusitis', 'Ontario']","['antibiotic prescribing', 'antimicrobial stewardship', 'audit and feedback', 'interrupted time series', 'primary care']",4
29514274,Treatment of infections caused by multidrug-resistant Gram-negative bacteria: report of the British Society for Antimicrobial Chemotherapy/Healthcare Infection Society/British Infection Association Joint Working Party.,"The Working Party makes more than 100 tabulated recommendations in antimicrobial prescribing for the treatment of infections caused by multidrug-resistant (MDR) Gram-negative bacteria (GNB) and suggest further research, and algorithms for hospital and community antimicrobial usage in urinary infection. The international definition of MDR is complex, unsatisfactory and hinders the setting and monitoring of improvement programmes. We give a new definition of multiresistance. The background information on the mechanisms, global spread and UK prevalence of antibiotic prescribing and resistance has been systematically reviewed. The treatment options available in hospitals using intravenous antibiotics and in primary care using oral agents have been reviewed, ending with a consideration of antibiotic stewardship and recommendations. The guidance has been derived from current peer-reviewed publications and expert opinion with open consultation. Methods for systematic review were NICE compliant and in accordance with the SIGN 50 Handbook; critical appraisal was applied using AGREE II. Published guidelines were used as part of the evidence base and to support expert consensus. The guidance includes recommendations for stakeholders (including prescribers) and antibiotic-specific recommendations. The clinical efficacy of different agents is critically reviewed. We found there are very few good-quality comparative randomized clinical trials to support treatment regimens, particularly for licensed older agents. Susceptibility testing of MDR GNB causing infection to guide treatment needs critical enhancements. Meropenem- or imipenem-resistant Enterobacteriaceae should have their carbapenem MICs tested urgently, and any carbapenemase class should be identified: mandatory reporting of these isolates from all anatomical sites and specimens would improve risk assessments. Broth microdilution methods should be adopted for colistin susceptibility testing. Antimicrobial stewardship programmes should be instituted in all care settings, based on resistance rates and audit of compliance with guidelines, but should be augmented by improved surveillance of outcome in Gram-negative bacteraemia, and feedback to prescribers. Local and national surveillance of antibiotic use, resistance and outcomes should be supported and antibiotic prescribing guidelines should be informed by these data. The diagnosis and treatment of both presumptive and confirmed cases of infection by GNB should be improved. This guidance, with infection control to arrest increases in MDR, should be used to improve the outcome of infections with such strains. Anticipated users include medical, scientific, nursing, antimicrobial pharmacy and paramedical staff where they can be adapted for local use.",The Journal of antimicrobial chemotherapy,2018,Peter M Hawkey; Roderic E Warren; David M Livermore; Cliodna A M McNulty; David A Enoch; Jonathan A Otter; A Peter R Wilson,"['Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Bacteremia', 'Drug Resistance, Multiple, Bacterial', 'Gram-Negative Bacteria', 'Gram-Negative Bacterial Infections', 'Guidelines as Topic', 'Humans', 'Infection Control', 'Microbial Sensitivity Tests', 'United Kingdom']",[],4
25222901,Pediatrician perceptions of an outpatient antimicrobial stewardship intervention.,"Inappropriate antibiotic prescribing commonly occurs in pediatric outpatients with acute respiratory tract infections. Antimicrobial stewardship programs are recommended for use in the hospital, but less is known about whether and how they will work in the ambulatory setting. Following a successful cluster-randomized trial to improve prescribing for common acute respiratory tract infections using education plus audit and feedback in a large, pediatric primary care network, we sought to explore the perceptions of the intervention and antibiotic overuse among participating clinicians.",Infection control and hospital epidemiology,2014,Julia E Szymczak; Kristen A Feemster; Theoklis E Zaoutis; Jeffrey S Gerber,"['Ambulatory Care', 'Anti-Bacterial Agents', 'Attitude of Health Personnel', 'Drug Utilization Review', 'Humans', 'Inappropriate Prescribing', 'Interviews as Topic', 'Pediatrics']",[],4
26272324,Can an antimicrobial stewardship program reduce length of stay of immune-competent adult patients admitted to hospital with diagnosis of community-acquired pneumonia? Study protocol for pragmatic controlled non-randomized clinical study.,"Pneumonia is responsible for a large proportion of hospital admissions and antibiotic utilization. Physician adherence to evidence-based pneumonia management guidelines is poor. Antimicrobial stewardship programs (ASPs) are an effective intervention to mitigate against unwarranted variation from these guidelines. Despite this benefit, ASPs have not been shown to reduce the length of stay of hospitalized patients with pneumonia. In immune-competent adult patients admitted to a hospital ward with a diagnosis of community-acquired pneumonia, does a multi-faceted ASP utilizing prospective chart audit and feedback reduce the length of stay, compared with usual care, without increasing the risk of death or readmission 30 days after discharge from hospital?",Trials,2015,Giulio DiDiodato; Leslie McArthur; Joseph Beyene; Marek Smieja; Lehana Thabane,"['Administration, Intravenous', 'Administration, Oral', 'Adult', 'Age Factors', 'Anti-Infective Agents', 'Clinical Protocols', 'Community-Acquired Infections', 'Drug Administration Schedule', 'Feedback', 'Humans', 'Immunocompetence', 'Length of Stay', 'Medical Staff, Hospital', 'Ontario', 'Patient Admission', 'Patient Care Team', 'Patient Readmission', 'Pharmacy Service, Hospital', 'Pneumonia, Bacterial', 'Program Evaluation', 'Proportional Hazards Models', 'Prospective Studies', 'Research Design', 'Time Factors', 'Treatment Outcome']",[],4
30905487,Antimicrobial treatment challenges in the era of carbapenem resistance.,"Infections due to carbapenem-resistant Gram-negative bacteria are burdened by high mortality and represent an urgent threat to address. Clinicians are currently at a dawn of a new era in which antibiotic resistance in Gram-negative bacilli is being dealt with by the availability of the first new antibiotics in this field for many years. Although new antibiotics have shown promising results in clinical trials, there is still uncertainty over whether their use will improve clinical outcomes in real world practice. Some observational studies have reported a survival benefit in carbapenem-resistant Enterobacteriaceae bloodstream infections using combination therapy, often including ""old"" antibiotics such as colistin, aminoglycosides, tigecycline, and carbapenems. These regimens, however, are linked to increased risk of antimicrobial resistance, and their efficacy has yet to be compared to new antimicrobial options. While awaiting more definitive evidence, antibiotic stewards need clear direction on how to optimize the use of old and novel antibiotic options. Furthermore, carbapenem-sparing regimens should be carefully considered as a potential tool to reduce selective antimicrobial pressure.",Diagnostic microbiology and infectious disease,2019,Anna Maria Peri; Yohei Doi; Brian A Potoski; Patrick N A Harris; David L Paterson; Elda Righi,"['Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Carbapenem-Resistant Enterobacteriaceae', 'Carbapenems', 'Drug Combinations', 'Drug Resistance, Multiple, Bacterial', 'Enterobacteriaceae Infections', 'Humans', 'Microbial Sensitivity Tests', 'Randomized Controlled Trials as Topic']","['Antimicrobial stewardship', 'Carbapenem-resistant Gram-negative bacteria', 'Carbapenem-sparing', 'Combination regimens', 'New antibiotics']",4
37716990,Reducing antimicrobial overuse through targeted therapy for patients with community-acquired pneumonia: a study protocol for a cluster-randomized factorial controlled trial (CARE-CAP).,"Community-acquired pneumonia (CAP) is a significant public health concern and a leading cause of hospitalization and inpatient antimicrobial use in the USA. However, determining the etiologic pathogen is challenging because traditional culture methods are slow and insensitive, leading to prolonged empiric therapy with extended-spectrum antibiotics (ESA) that contributes to increased hospital length of stay, and antimicrobial resistance. Two potential ways to reduce the exposure to ESA are (a) rapid diagnostic assays that can provide accurate results within hours, obviating the need for empiric therapy, and (b) de-escalation following negative bacterial cultures in clinically stable patients.",Trials,2023,Abhishek Deshpande; Ramara Walker; Rebecca Schulte; Andrea M Pallotta; Larisa G Tereshchenko; Bo Hu; Sameer S Kadri; Michael Klompas; Michael B Rothberg,"['Adult', 'Humans', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Clostridioides difficile', 'Community-Acquired Infections', 'Cross Infection', 'Inpatients', 'Pneumonia', 'Randomized Controlled Trials as Topic']","['Antimicrobial stewardship', 'Community-acquired pneumonia', 'Extended-spectrum antibiotics', 'Rapid diagnostic testing']",4
35913964,Prevalence of bacterial coinfection and patterns of antibiotics prescribing in patients with COVID-19: A systematic review and meta-analysis.,Evidence around prevalence of bacterial coinfection and pattern of antibiotic use in COVID-19 is controversial although high prevalence rates of bacterial coinfection have been reported in previous similar global viral respiratory pandemics. Early data on the prevalence of antibiotic prescribing in COVID-19 indicates conflicting low and high prevalence of antibiotic prescribing which challenges antimicrobial stewardship programmes and increases risk of antimicrobial resistance (AMR).,PloS one,2022,Faisal Salman Alshaikh; Brian Godman; Oula Nawaf Sindi; R Andrew Seaton; Amanj Kurdi,"['Adult', 'Anti-Bacterial Agents', 'Bacteria', 'Bacterial Infections', 'COVID-19', 'Coinfection', 'Humans', 'Prevalence', 'COVID-19 Drug Treatment']",[],4
34943679,Newborns with Bloody Stools-At the Crossroad between Efficient Management of Necrotizing Enterocolitis and Antibiotic Stewardship.,"The onset of bloody stools in neonates often results in antibiotic treatment for suspected necrotizing enterocolitis (NEC). Food protein-induced allergic proctocolitis (FPIAP) is an often-neglected differential diagnosis. We performed a retrospective analysis of antibiotic exposure at our tertiary center from 2011 to 2020 that included three time periods of differing antimicrobial stewardship goals. We compared these data with the conventional treatment guidelines (modified Bell's criteria). In our cohort of 102 neonates with bloody stools, the length of antibiotic exposure was significantly reduced from a median of 4 to 2 days. The proportion of treated neonates decreased from 100% to 55% without an increase in negative outcomes. There were 434 antibiotic days. Following a management strategy according to modified Bell's criteria would have led to at least 780 antibiotic days. The delayed initiation of antibiotic treatment was observed in 7 of 102 cases (6.9%). No proven NEC case was missed. Mortality was 3.9%. In conclusion, with FPIAP as a differential diagnosis of NEC, an observational management strategy in neonates with bloody stools that present in a good clinical condition seems to be justified. This may lead to a significant reduction of antibiotic exposure. Further prospective, randomized trials are needed to prove the safety of this observational approach.","Antibiotics (Basel, Switzerland)",2021,Marie Heyne-Pietschmann; Dirk Lehnick; Johannes Spalinger; Franziska Righini-Grunder; Michael Buettcher; Markus Lehner; Martin Stocker,[],"['antibiotic exposure', 'antibiotic stewardship', 'food protein-induced allergic proctocolitis', 'necrotizing enterocolitis', 'neonates']",4
35190510,Choosing antibiotic therapy for severe community-acquired pneumonia.,"Community-acquired pneumonia (CAP) is known as a major worldwide health concern considering it has been shown to account for 78% of infection-related deaths in the USA. It is a common cause for hospitalization with a continued incidence rise in the elderly, high mortality rate and long-term sequelae in critically ill patients. Severe CAP (sCAP) is an accepted terminology used to describe ICU admitted patients with CAP. The aim of this review is to further report on the major advances in treatment for patients with sCAP including new antibiotic treatments despite macrolide resistance as seen in the ICU, and multifaceted antibiotic stewardship interventions that may lead to the reduction broad-spectrum antibiotic use in CAP.",Current opinion in infectious diseases,2022,Ignacio Martin-Loeches; Alexis Garduno; Pedro Povoa; Saad Nseir,"['Aged', 'Anti-Bacterial Agents', 'Community-Acquired Infections', 'Drug Resistance, Bacterial', 'Humans', 'Macrolides', 'Methicillin-Resistant Staphylococcus aureus', 'Pneumonia']",[],4
35307800,Medication and Fluid Management of Pediatric Sepsis and Septic Shock.,"Sepsis is a life-threatening response to infection that contributes significantly to neonatal and pediatric morbidity and mortality worldwide. The key tenets of care include early recognition of potential sepsis, rapid intervention with appropriate fluids to restore adequate tissue perfusion, and empiric antibiotics to cover likely pathogens. Vasoactive/inotropic agents are recommended if tissue perfusion and hemodynamics are inadequate following initial fluid resuscitation. Several adjunctive therapies have been suggested with theoretical benefit, though definitive recommendations are not yet supported by research reports. This review focuses on the recommendations for medication and fluid management of pediatric sepsis and septic shock, highlighting issues related to antibiotic choices and antimicrobial stewardship, selection of intravenous fluids for resuscitation, and selection and use of vasoactive/inotropic medications. Controversy remains regarding resuscitation fluid volume and type, antibiotic choices depending upon infectious risks in the patient's community, and adjunctive therapies such as vitamin C, corticosteroids, intravenous immunoglobulin, and methylene blue. We include best practice recommendations based on international guidelines, a review of primary literature, and a discussion of ongoing clinical trials and the nuances of therapeutic choices.",Paediatric drugs,2022,Lauren Burgunder; Caroline Heyrend; Jared Olson; Chanelle Stidham; Roni D Lane; Jennifer K Workman; Gitte Y Larsen,"['Anti-Bacterial Agents', 'Child', 'Fluid Therapy', 'Humans', 'Infant, Newborn', 'Resuscitation', 'Sepsis', 'Shock, Septic']",[],4
36036920,Improving Antibiotic Stewardship for Diarrheal Disease With Probability-Based Electronic Clinical Decision Support: A Randomized Crossover Trial.,Inappropriate use of antibiotics for diarrheal illness can result in adverse effects and increase in antimicrobial resistance.,JAMA pediatrics,2022,Eric J Nelson; Ashraful I Khan; Adama Mamby Keita; Ben J Brintz; Youssouf Keita; Doh Sanogo; Md Taufiqul Islam; Zahid Hasan Khan; Md Mahbubur Rashid; Dilruba Nasrin; Melissa H Watt; Sharia M Ahmed; Ben Haaland; Andrew T Pavia; Adam C Levine; Dennis L Chao; Karen L Kotloff; Firdausi Qadri; Samba O Sow; Daniel T Leung,"['Aftercare', 'Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Child', 'Child, Preschool', 'Cross-Over Studies', 'Diarrhea', 'Electronics', 'Female', 'Humans', 'Infant', 'Male', 'Patient Discharge', 'Probability']",[],4
36103917,How to 'SAVE' antibiotics: effectiveness and sustainability of a new model of antibiotic stewardship intervention in the internal medicine area.,"Antibiotic stewardship (AS) is a cornerstone of the fight against antimicrobial resistance; however, evidence on the best practice to improve antibiotic prescription in various hospital settings is still scarce. This study aimed to measure the efficacy of a non-restrictive AS intervention in the internal medicine area of a tertiary-care hospital across a 3-year period.",International journal of antimicrobial agents,2022,Elena Carrara; Marcella Sibani; Lorenzo Barbato; Fulvia Mazzaferri; Nicola Duccio Salerno; Michela Conti; Anna Maria Azzini; Andrea Dalbeni; Luca Pellizzari; Giorgia Fontana; Vincenzo Di Francesco; Luisa Bissoli; Letizia Del Monte; Mauro Zamboni; Oliviero Olivieri; Pietro Minuz; Laura Maccacaro; Giovanna Ghirlanda; Evelina Tacconelli,"['Humans', 'Antimicrobial Stewardship', 'Anti-Bacterial Agents', 'Cross Infection', 'Carbapenems', 'Fluoroquinolones', 'Internal Medicine']","['Antibiotic stewardship', 'Antimicrobial resistance', 'Behaviour change intervention', 'Quality improvement']",4
