study_id,pmid,title,screening_date,include,reasons,exclusion_reasons
STUDY_0065,36716763,"Efficacy and safety of antimicrobial stewardship prospective audit and feedback in patients hospitalised with COVID-19 (COVASP): a pragmatic, cluster-randomised, non-inferiority trial.",2025-10-13T10:05:08.415887,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0066,34635529,Infectious diseases experts as part of the antibiotic stewardship team in primary care: protocol for a cluster-randomised blinded study (IDASP).,2025-10-13T10:05:08.415976,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0084,21679144,How could we reduce antibiotic use in critically ill patients?,2025-10-13T10:05:08.418602,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0095,40547325,Bacteriological Spectrum and Drug Resistance Among Patients Associated With Bloodstream Infection in Intensive Care Units in the Affiliated Hospital of Jiaxing University From 2021 to 2023.,2025-10-13T10:05:08.420362,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0096,25011604,Antibiotic rotation strategies to reduce antimicrobial resistance in Gram-negative bacteria in European intensive care units: study protocol for a cluster-randomized crossover controlled trial.,2025-10-13T10:05:08.420618,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0132,27385708,Antimicrobial Stewardship in the Microbiology Laboratory: Impact of Selective Susceptibility Reporting on Ciprofloxacin Utilization and Susceptibility of Gram-Negative Isolates to Ciprofloxacin in a Hospital Setting.,2025-10-13T10:05:08.437899,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0136,36830213,Antimicrobial Stewardship Program for Patients in the Hematological Department Receiving Carbapenem Therapy: A Single-Center and Interrupted Time Series Analysis.,2025-10-13T10:05:08.438394,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0144,28947463,Maltese Antibiotic Stewardship Programme in the Community (MASPIC): protocol of a prospective quasiexperimental social marketing intervention.,2025-10-13T10:05:08.439585,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0145,38092304,Enforcing surveillance of antimicrobial resistance and antibiotic use to drive stewardship: experience in a paediatric setting.,2025-10-13T10:05:08.439670,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0146,38141837,The changes of different restriction level adjustments on antibiotic use in China.,2025-10-13T10:05:08.439735,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0160,35588970,Effectiveness of antimicrobial stewardship programmes based on rapid antibiotic susceptibility testing of haematological patients having high-risk factors for bacteraemia-related mortality: a post-hoc analysis of a randomised controlled trial.,2025-10-13T10:05:08.442942,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0172,35077523,Effects of infectious disease consultation and antimicrobial stewardship program at a Japanese cancer center: An interrupted time-series analysis.,2025-10-13T10:05:08.446793,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0175,38752207,"Time is running out. No excuses to delay implementation of antimicrobial stewardship programmes: impact, sustainability, resilience and efficiency through an interrupted time series analysis (2017-2022).",2025-10-13T10:05:08.447045,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0176,38863389,Impact of an antimicrobial stewardship programme on antibiotic utilization and resistance burden in patients with acute leukaemia: an 11-year longitudinal cohort study using interrupted time-series analysis.,2025-10-13T10:05:08.447113,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0182,33653766,Multicentre stepped-wedge cluster randomised controlled trial of an antimicrobial stewardship programme in residential aged care: protocol for the START trial.,2025-10-13T10:05:08.447749,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0183,35178569,Impact of drug safety warnings and antimicrobial stewardship programme implementation on tigecycline prescribing: a prospective quasi-experimental interrupted time series analysis.,2025-10-13T10:05:08.448009,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0184,35383069,Evaluating antibiotic stewardship and healthcare-associated infections surveillance assisted by computer: protocol for an interrupted time series study.,2025-10-13T10:05:08.448175,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0203,30283084,Impact of an infectious diseases specialist-led antimicrobial stewardship programmes on antibiotic use and antimicrobial resistance in a large Korean hospital.,2025-10-13T10:05:08.458948,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0249,33677793,Short and long term impact of combining restrictive and enabling interventions to reduce aztreonam consumption in a community hospital.,2025-10-13T10:05:08.467429,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0255,17082202,The potential role of computerized decision support systems to improve empirical antibiotic prescribing.,2025-10-13T10:05:08.468376,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0281,39732716,Swab Testing to Optimize Pneumonia treatment with empiric Vancomycin (STOP-Vanc): study protocol for a randomized controlled trial.,2025-10-13T10:05:08.474139,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0297,32893441,Impact of the multidisciplinary antimicrobial stewardship team intervention focusing on carbapenem de-escalation: A single-centre and interrupted time series analysis.,2025-10-13T10:05:08.475793,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0314,32272171,Enhanced antimicrobial stewardship based on rapid phenotypic antimicrobial susceptibility testing for bacteraemia in patients with haematological malignancies: a randomized controlled trial.,2025-10-13T10:05:08.488154,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0333,32016346,A behavioural approach to specifying interventions: what insights can be gained for the reporting and implementation of interventions to reduce antibiotic use in hospitals?,2025-10-13T10:05:08.491367,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0349,38161969,The use of routinely collected electronic prescribing data to benchmark intravenous antibiotic use between two tertiary paediatric haematology-oncology inpatient units: a retrospective study.,2025-10-13T10:05:08.493870,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0382,33517926,Association between a rapid diagnostic test to detect methicillin-resistant ,2025-10-13T10:05:08.498225,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0403,29661158,Effect of an intervention targeting inappropriate continued empirical parenteral vancomycin use: a quasi-experimental study in a region of high MRSA prevalence.,2025-10-13T10:05:08.509145,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0405,29514268,Effects of primary care antimicrobial stewardship outreach on antibiotic use by general practice staff: pragmatic randomized controlled trial of the TARGET antibiotics workshop.,2025-10-13T10:05:08.509264,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0421,28927475,Impact of Discontinuing Contact Precautions for MRSA and ESBLE in an Intensive Care Unit: A Prospective Noninferiority Before and After Study.,2025-10-13T10:05:08.512090,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0426,36009945,Control of Healthcare-Associated Carbapenem-Resistant ,2025-10-13T10:05:08.513589,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0457,27422026,Effectiveness of biomarker-based exclusion of ventilator-acquired pneumonia to reduce antibiotic use (VAPrapid-2): study protocol for a randomised controlled trial.,2025-10-13T10:05:08.518084,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0460,36075750,Impact of Respiratory Viral Panel Results on Piperacillin-Tazobactam Use in a Medical Intensive Care Unit: A Single-Center Retrospective Study.,2025-10-13T10:05:08.519114,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0468,37125081,Estimating treatment effects for time-to-treatment antibiotic stewardship in sepsis.,2025-10-13T10:05:08.520726,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0486,36914995,Evaluating Methicillin-Resistant Staphylococcus aureus Polymerase Chain Reaction Nasal Screening as a Tool for Antimicrobial Stewardship.,2025-10-13T10:05:08.522850,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0551,26661392,Effect of an antimicrobial stewardship bundle for patients with Clostridium difficile infection.,2025-10-13T10:05:08.542086,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0612,39906215,Rapid diagnostic testing combined with an immediate infectious disease consultation increases the rate of septic intensive care unit patients on targeted antibiotic therapy.,2025-10-13T10:05:08.584787,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0649,40888899,Antibiotic therapy for severe bacterial infections.,2025-10-13T10:05:08.600073,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0656,31620836,The association of cardiovascular failure with treatment for ventilator-associated lower respiratory tract infection.,2025-10-13T10:05:08.606661,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0697,40032196,Revisiting antimicrobial stewardship in the paediatric intensive care unit: insights from an unconventional approach.,2025-10-13T10:05:08.618810,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0741,35451671,Short- and long-term impact of a multifaceted approach targeting fluoroquinolone use in a community hospital: an interrupted time-series analysis.,2025-10-13T10:05:08.659647,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0745,33563619,Deimplementation strategy to reduce overtreatment of asymptomatic bacteriuria: a study protocol for a stepped-wedge cluster randomised trial.,2025-10-13T10:05:08.660426,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0784,34460904,Impact of Antibiotic Stewardship Rounds in the Intensive Care Setting: A Prospective Cluster-Randomized Crossover Study.,2025-10-13T10:05:08.674726,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0786,39931585,Carbapenem Usage in the Initial Antibiotic Therapy of Sepsis in Japanese Intensive Care Units.,2025-10-13T10:05:08.675078,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0793,38372558,A Prospective Quasi-Experimental Study of Multifaceted Interventions Including Computerized Drug Utilization Evaluation to Improve an Antibiotic Stewardship Program.,2025-10-13T10:05:08.677256,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0802,35578243,Evaluation of an audit and feedback intervention to reduce gentamicin prescription errors in newborn treatment (ReGENT) in neonatal inpatient care in Kenya: a controlled interrupted time series study protocol.,2025-10-13T10:05:08.701537,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0803,27452782,Reducing unnecessary antibiotic use in the neonatal intensive care unit (SCOUT): a prospective interrupted time-series study.,2025-10-13T10:05:08.701629,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0827,30786942,Diagnostic stewardship of C. difficile testing: a quasi-experimental antimicrobial stewardship study.,2025-10-13T10:05:08.704307,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0840,27887595,Antimicrobial stewardship of Chinese ministry of health reduces multidrug-resistant organism isolates in critically ill patients: a pre-post study from a single center.,2025-10-13T10:05:08.706687,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0850,40982183,"Antibiotic Consumption in Danish Intensive Care Units, 2013-2023: A Nationwide Study of Temporal Trends.",2025-10-13T10:05:08.709180,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0881,23743088,"Long-term survival in patients included in a randomized controlled trial of TREAT, a decision support system for antibiotic treatment.",2025-10-13T10:05:08.716313,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0896,20673259,Balancing the benefits and costs of antibiotic drugs: the TREAT model.,2025-10-13T10:05:08.719132,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0903,33232831,The impact of a stewardship program on antibiotic administration in community-acquired pneumonia: Results from an observational before-after study.,2025-10-13T10:05:08.737589,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0963,28756579,Evaluation of effects of an operational multidisciplinary team on antibiotic use in the medium to long term at a French university hospital.,2025-10-13T10:05:08.750353,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0980,31692076,Impact of infection control measures on the related costs and the amount of broad-spectrum antimicrobial agents used in a hospital: A time-series analysis.,2025-10-13T10:05:08.752873,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1045,36803370,Evaluation of duration of antibiotic therapy across hospitals in Scotland including the impact of COVID-19 pandemic: a segmented interrupted time series analysis.,2025-10-13T10:05:08.793030,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1061,31202924,Selective antibiotic susceptibility reporting and broad-spectrum intravenous antibiotic use: A multicentre ecological study.,2025-10-13T10:05:08.797689,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1094,31650816,What Stops Doctors Switching from Intravenous to Oral Antibiotics?,2025-10-13T10:05:08.806123,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1121,30732979,Effect of carbapenem restriction on prescribing trends for immunocompromised wards at an academic medical center.,2025-10-13T10:05:08.862502,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1142,18319126,Practical solutions to improve safety in the obstetrics/gynecology office setting and in the operating room.,2025-10-13T10:05:08.866435,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1151,30820545,"Association Between Antibiotic Use and Hospital-onset Clostridioides difficile Infection in US Acute Care Hospitals, 2006-2012: An Ecologic Analysis.",2025-10-13T10:05:08.868260,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1177,16415039,Reduction of broad-spectrum antibiotic use with computerized decision support in an intensive care unit.,2025-10-13T10:05:08.871269,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1181,15367178,Oral quinolones in hospitalized patients: an evaluation of a computerized decision support intervention.,2025-10-13T10:05:08.872946,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1198,28159671,Effect of an antibiotic checklist on length of hospital stay and appropriate antibiotic use in adult patients treated with intravenous antibiotics: a stepped wedge cluster randomized trial.,2025-10-13T10:05:08.875673,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1317,40032084,"Impact of a smartphone application for appropriate antibiotic prescribing at three tertiary hospitals: an international, multicentre stepped-wedge cluster randomized trial.",2025-10-13T10:05:08.940129,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1452,34297040,Effect of rapid methicillin-resistant Staphylococcus aureus nasal polymerase chain reaction screening on vancomycin use in the intensive care unit.,2025-10-13T10:05:08.969309,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1516,40338678,Methicillin-Resistant Staphylococcus aureus Nasal Screening With Polymerase Chain Reaction for Early De-escalation of Empiric Vancomycin in the Treatment of Suspected/Confirmed Respiratory Infection in Critically Ill Patients.,2025-10-13T10:05:08.994542,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
